first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
ใจเบาใจห้ามยาก,ใจฉันท์,ใจเกิดเวราฉกรรจ์,กาจแท้,ใจใดคิดผ่อนผัน,ชอบใส่ ตัวนา,ใจดั่งนี้ยิ่งแล้,เลิศให้สุขเกษม ฯ
ศาสตร์ใดจักล้ำเท่า,ธรรมาน,ทรัพย์สิ่งใดไกรทาน,ที่ให้,รักใดจักปูนปาน,รักสัจ ศีลนา,สุขสิ่งใดจักได้,สุขเพี้ยงนฤพาน ฯ
พ้นเย็นพ้นเดือดร้อน,โรคา,พ้นจากทุกขเวทนา,โศกเศร้า,พ้นตายแก่เกิดมา,ในโลก,สุขดั่งนี้พระเจ้า,ว่าเนื้อนฤพาน ฯ
มูลบาปคือโลภล้น,แสวงหา,สรรพรสเป็นมูลพา,พยาธิไซร้,มูลทุกข์เกิดเพราะรา-,คะเกลศ,มูลนิพพานนั้นได้,เพราะด้วยสัจจา ฯ
น่านน้ำฤๅห่อนกล้ำ,กลืนชล เองแฮ,พฤกษชาติห่อนหวงผล,เสพส้อง,จอมเมฆไป่หวงฝน,ภักษ์เสพ เสียนา,ปราชญ์ห่อนหวงทรัพย์ป้อง,เปิดให้เป็นทาน ฯ
อุบลอุบัติเบื้อง,เปือกตม,แก้วเกิดแต่ผานิยม,ชอบใช้,ช้างเผือกเกิดในพนม,ไพรพฤกษ์,ปราชญ์ประยูรยากไร้,ทั่วหน้านับถือ ฯ
รู้ดีดุรงค์ด้วย,รณแรง รวดแฮ,รู้ว่าโคงานแขง,เมื่อใช้,โคนมเกษียรแสดง,ดีเมื่อ รูดนา,รู้ว่าปราชญ์เปรื่องไซร้,เมื่อถ้อยคำแถลง ฯ
นกแสกสกุณโทษเค้า,กู่กา,ทิ้งทูดอูฐอีกลา,ล่อร้อง,เสียงประทุษฐภาษา,หีนโหด,ฟังบ่เพราะหูพร้อง,ดุจถ้อยทรชน ฯ
แขกเต้าดุเหว่าแก้ว,โกญจา,หงส์วิหคมยุรา,ร่ำร้อง,เฉกนรชาติวาจา,เอมโอช,ฟังเสนาะเพราะพร้อง,มฤธุถ้อยวาที ฯ
สกุณกากระเหว่าไซร้,เหมือนกัน,ไข่ต่อไข่สำคัญ,เท่าแท้,ออกลูกจึ่งแปรผัน,ตามเพศ,กากระเหว่านั้นแล้,ทั่วผู้เล็งเห็น ฯ
นกแร้งแรงร่อนได้,พอเพียง ปีกนา,บินบ่สูงแข่งเคียง,ครุฑได้,แม่น้ำนทีเรียง,รายทั่ว ทวีปแฮ,ลึกเท่าลึกนั้นไซร้,สุดสู้สาคร ฯ
ควรแสวงสี่สิ่งแท้,มณีรัตน์,พึงจักจำเริญสวัสดิ์,แว่นแก้ว,ความรู้มิตรเมียสัจ,เข้าเปลือก มีนา,อย่าเสียใจได้แล้ว,เท่านี้ฤๅแคลน ฯ
วิชาควรรักรู้,ฤๅขาด,อย่าหมิ่นศิลปศาสตร์,ว่าน้อย,รู้จริงสิ่งเดียวอาจ,มีมั่ง,เลี้ยงชีพช้าอยู่ร้อย,ชั่วลื้อหลานเหลน ฯ
พายเถิดพ่ออย่ารั้ง,รอพาย,จวนตะวันจักสาย,ส่องฟ้า,ของสดสิ่งควรขาย,จักขาด ค่าแฮ,ตรหลาดเลิกแล้วอ้า,บ่นอื้นเอาใคร ฯ
เรียนศิลป์แสวงทรัพย์ด้อม,เดินไศล,สามสิ่งอย่าเร็วไว,ชอบช้า,เสพกามหนึ่งคือใจ,มักโกรธ,สองประการนี้ถ้า,ผ่อนน้อยเป็นคุณ ฯ
มักได้ให้คิดได้,สองสถาน,ได้ชั่วนี้ได้กาล,ชั่วหน้า,ให้ได้สะดวกดาล,โดยชอบ,ได้ดั่งนี้เอกอ้า,อิ่มน้ำใจตน ฯ
ทรัพย์มีสี่ส่วนไซร้,ปูนปัน,ภาคหนึ่งพึงเกียดกัน,เก็บไว้,สองส่วนเบ็ดเสร็จสรรพ์,การกิจ ใช้นา,ยังอีกส่วนควรให้,จ่ายเลี้ยงตัวตน ฯ
เยาวรูปเหน้าหนุ่มเนื้อ,ในวงศ์ ตระกูลแฮ,แม้นราศวิทยาทรง,เสื่อมเศร้า,ทองกวาวดอกดาษดง,แดงป่า,เสียกลิ่นรินรสเร้า,ดั่งนี้ใครชม ฯ
มักคร้านฤๅรอบรู้,วิทยา,ศิลปศาสตร์เสื่อมสินหา,ไป่ได้,ไร้ทรัพย์อับผู้มา,เป็นเพื่อน,เว้นจากมิตรนั้นไซร้,สุขร้างแรมโรย ฯ
คุ้นเคยคนคบค้า,มานาน,คดแต่เข้าแกงจาน,ส่งให้,มีรสรสใดปาน,เพราะรัก นั้นนา,ขมขื่นกลืนคล่องได้,ยิ่งชิ้นปลาดี ฯ
คราวดีมีเพื่อนพ้อง,พรูตาม,ยืนนั่งไต่ตอมถาม,ถี่ถ้อย,คราวทุกข์ฉุกเฉินความ,มีโทษ,เพื่อนเล่นเจรจาน้อย,หนึ่งนั้นฤๅมี ฯ
คนใดเดิมแม้นว่า,เวรกับ ตนนา,หลายคาบแค้นเคี่ยวขับ,คิดร้าย,ภายหลังมาตรมันกลับ,เป็นมิตร ก็ดี,จงประหยัดอย่าหง้าย,ค่ำเช้าคอยเชิง ฯ
น้ำเหม็นมล้างสิ่งเหน้า,ไฉนหยุด,มล้างอุทกบริสุทธิ์,เสื่อมร้าย,คนเวรต่อเวรประทุษฐ์,ทวีโทษ,เอาอเวรระงับหง้าย,อาจสิ้นศูนย์เวร ฯ
ซ่อนเงื่อนงำน้ำขุน,ขังใน,ภายนอกทำแจ่มใส,สดหน้า,ดุจหินบ่เห็นไฟ,ฝังอยู่,ต่อประหารจึ่งจ้า,จับไหม้เป็นจุณ ฯ
จักทำโทษแก่ผู้,ผิดฉกรรจ์,ใจจุ่งเมตตามัน,มากไว้,ให้คิดจิตสำคัญ,เขาโหด,ความคิดน้อยจึ่งได้,อยู่เงื้อมมือตน ฯ
ตัดต้นก่นรากแล้ว,ปลูกแปลง,หนามหั่นห่อนไว้แขนง,หน่อเนื้อ,เพลิงพิษนิดหนึ่งแรง,เรืองโรจน์,ดับแต่ดุ้นไว้เชื้อ,นิ่งช้าเพลิงโพลง ฯ
ขว้างพิษบ่คว่างพ้น,พันแขน ตนนา,ไปสบพบรังแตน,แหย่เย้า,ร่ายมนตร์ปลุกเสือแสน,องอาจ,ไม้ซั่นรันสิ่งเหน้า,แน่ต้องตนเอง ฯ
ลูกเมียเหมือนผ้าโอ่,อัตรา,ขาดฉีกชั่วแล้วหา,ใหม่ได้,พี่น้องเฉกเช่นขา,แขนติด ตนแฮ,ขาดประจาคจักให้,ต่อเข้าฤๅคืน ฯ
มีบุตรบ่ได้ดั่ง,ตีนมือ,คุณแห่งไม้เท้าถือ,เลิศแท้,ทางเมื้อเผื่อพบคือ,สิงห์สัตว์ ก็ดี,ไม้ประเสริฐเลิศแล้,อาจคุ้มกันภัย ฯ
ธรรมดาผลม่วงไม้,ตระการ,เมื่ออ่อนรสเผือดพาน,ยากเคี้ยว,ครั้นสุกรสสวายหวาน,เอมโอช,หมากม่วงนั้นฤๅเปรี้ยว,เปรียบด้วยหมากขาม ฯ
บุรุษสุดไร้รัก,เมียงาม ชอบฤๅ,ไร้เพื่อนไปไกลคาม,เขตบ้าน,มือเปล่าสู่สงคราม,ยงยุทธ ไฉนนา,รู้ไป่ทันแก่ก้าน,กล่าวถ้อยกลางสนาม ฯ
โยธาทิ้งศาสตร์สู้,สงคราม ชอบฤๅ,ปราชญ์มละคัมภีร์ความ,อย่าพร้อง,เดินหนเพื่อนบ่ตาม,อย่าไต่ ทางแฮ,พาณิชเสียพวกพ้อง,ต่างด้าวเดินไฉน ฯ
รักเจ้าจงรักให้,เป็นยุติ- ธรรมนา,ท่านเคียดอย่าควรประทุษฐ์,เท่าเผ้า,จงมีภักดีดุจ,โสนัข นั้นนา,มันบ่จืดจากเจ้า,จิตนั้นคงตรง ฯ
อาสาเจ้าต่อต้าน,ตัวตาย,ขันรับอาสานาย,หย่อนนั้น,อาสาศึกแม่ยาย,อย่าย่อ ท้อนา,สามสิ่งแท้ถือหมั้น,ชั่วฟ้าดินชม ฯ
อาสาศึกสู้ไป่,เสร็จงาน,คนจักตายเอาอาน,ปิดไว้,จึงนับว่าเป็นทหาร,หายาก,ฉลองพระคุณเจ้าให้,ท่านเลี้ยงบำรุง ฯ
เจ้านายใช้ชุบเลี้ยง,คนขาม,สินทรัพย์เมียมิ่งงาม,ง่ายได้,บ่าวไพร่พรั่งพรูตาม,ไหลหลั่ง มานา,สมบัติบุญส่งให้,แปลกหน้าตาเดิม ฯ
หมั่นลอดสอดสืบถ้อย,เวรี,ไป่ชอบท่าทำดี,นิ่งไว้,คาบใดชอบเชิงที,หาญหัก,ต่อยดั่งต่อยหม้อให้,แตกด้วยศิลา ฯ
ยศศักดิ์จักเกิดด้วย,บุญทำ,ภัยเกิดเพื่อผลกรรม,ก่อนให้,ติเตียนแลจองจำ,กรรมก่อน เองนา,ใครจักเว้นแวะได้,ทั่วท้องโลกา ฯ
กฤตยามนตร์เคราะห์ให้,เห็นผล,ทำสิ่งใดลุดล,สิ่งนั้น,ครั้นบุญแห่งบุคคล,จักถ่อย แล้วนา,มนตร์กฤตยานั้นซั้น,เสื่อมสิ้นทุกวัน ฯ
เชื้อไพร่บุญปลูกขึ้น,เป็นนาย,พาลบุตรรู้มลักหลาย,เลิศผู้,โหดไร้พร่ำขวนขวาย,ทรัพย์มั่ง มีแฮ,สามเหล่านี้พึงรู้,อย่าได้ดูเบา ฯ
ก้านบัวบอกลึกตื้น,ชลธาร,มารยาทส่อสันดาน,ชาติเชื้อ,โฉดฉลาดเพราะคำขาน,ควรทราบ,หย่อมญ่าเหี่ยวแร้งเรื้อ,บอกร้ายแสลงดิน ฯ
ทรัพย์มากหากถ่อยแท้,วาจา,ชนไป่ชอบหูตา,ติดต้อง,น้อยทรัพย์อับยศถา,ทรามรูป,แต่เพราะถ้อยคำพร้อง,เพริศสิ้นทั้งมวล ฯ
มีสินทรัพย์น้อยหลั่ง,ไหลริน,คือบ่อน้อยนรกิน,อาบได้,ทรัพย์มากหมู่ทมิฬ,มีมั่ง ก็ดี,คือสมุทรฤๅให้,ท่วยอ้างอาศัย ฯ
แม้โฉมเฉิดเฉกให้,เทพา,อีกอิสริยยศถา,กอปรด้วย,บุรุษถ่อยทุษฐวา-,จาพากย์,นับว่าผู้นั้นม้วย,หมดสิ้นสิ่งงาม ฯ
แม้ตนตัวเล็กเพี้ยง,ผุยผง,ไกลนับโยชน์ดอนดง,อยู่นั้น,คั่งคับทรัพย์สินพงศ์,พันธุ์ถ่อย ก็ดี,สุดขอบฟ้าเขียวขั้น,ทั่วแท้เล็งเห็น ฯ
แม้ตนโตเติบเพี้ยง,เขาเขิน,สูงเจ็ดลำตาลเกิน,กึ่งฟ้า,ไร้ทรัพย์ดับเผอิญ,แลเล็ก ลงแฮ,ดั่งปลวกเตี้ยต่ำช้า,ชวดผู้เล็งเห็น ฯ
ตนน้อยแลใฝ่ให้,เกินศักดิ์,ว่าตระกูลใหญ่นัก,แทบไท้,คือแมลงเม่ามันมัก,บินวู่- วามนา,โถมถาบฉาบเพลิงไหม้,มอดม้วยตัวเอง ฯ
: ด ักขลาแล้วไป่ขึ้น,คอยขลา,เบ็ดบ่เกี่ยวเหยื่อรา,ล่อไว้,ไปสอดสบเสือมา,หมายก่ง ได้ฤๅ,ปลาต่อผุดโพล่งใกล้,เกี่ยวทิ้งฤๅทัน ฯ
อย่าเอื้อมเด็ดดอกฟ้า,มาถนอม,สูงสุดมือมักตรอม,อกไข้,เด็ดแต่ดอกพยอม,ยามยาก ชมนา,สูงก็สอยด้วยไม้,อาจเอื้อมเอาถึง ฯ
เจียมใดจักเท่าด้วย,เจียมตัว,รู้เท่าท่านทำกลัว,ซ่อนไว้,อย่ามึนมืดเมามัว,โมหะ,สูงนักมักเหมือนไม้,หักด้วยลมแรง ฯ
ถึงจนทนสู้กัด,กินเกลือ,อย่าเที่ยวแล่เนื้อเถือ,พวกพ้อง,อดอยากเยี่ยงอย่างเสือ,สงวนศักดิ์,โซก็เสาะใส่ท้อง,จับเนื้อกินเอง ฯ
ไกรสรแสบท้องแทบ,เสียชี วิตแฮ,บ่ภักษ์ผลไม้มี,ป่ากว้าง,ไกรสรซูบอินทรีย์,สมเพช ก็ดี,บ่ภักษ์รสเนื้อช้าง,ดั่งนี้ธรรมดา ฯ
ใบบัวฝนตกน้ำ,ขาดขัง,ลูกข่างวางบนหลัง,มิ่งม้า,เสาหลักปักอยู่ยัง,กองแกลบ นาพ่อ,คนบ่แม่นถ้อยอ้า,พูดแล้วโอนเอน ฯ
กล่าวภัยในน้ำแก่,มังกร,แสดงพิลึกดงดอน,อวดช้าง,เอาพร้าวใส่เรือคอน,ขายพวก สวนแฮ,ยกศัพท์แปลอรรถอ้าง,อวดผู้เพียรเรียน ฯ
เอาน้ำขู่จระเข้,ขันเหลือ,เอาป่าไปข่มเสือ,ขู่คู้,เอาหมากแล่นลงเรือ,ไปจ่าย สวนแฮ,เอากาพย์โคลงกระทู้,เที่ยวอ้างอวดกระวี ฯ
กล่าวจริงบ่พริ้งเพราะ,โสดสดับ,เอาเท็จปนคนนับ,เนตรหน้า,ไม้เหลี่ยมเยี่ยงอย่างกลับ,ตัวยาก,กลมกล่อมสิบอ้อมอ้า,อาจกลิ้งพลันทัน ฯ
ท่ามกลางกล่าวถ้อยแต่,พอควร,เห็นท่านสรวลอย่าสรวล,ตอบเต้า,ใช้คำแต่น้ำนวล,นฤโทษ,เห็นท่านเศร้าทำเศร้า,โศกหน้าตาตาม ฯ
เล่าเดื่อมีดอกให้,พึงฟัง,เล่าว่ากาขาวยัง,เชื่อได้,ริ้นเทียมเท่าเขาหวัง,ฟังเถิด นะพ่อ,เล่าว่าหญิงจริงไซร้,อย่าได้ควรฟัง ฯ
อย่าขุดขอดท่านด้วย,วาจา,อย่าถากท่านด้วยตา,ติค้อน,ฟังคำกล่าวมฤษา,โสตหนึ่ง นะพ่อ,หยิบบ่ศัพท์กลับย้อน,โทษให้กับตน ฯ
อย่าชักน้ำน่านเข้า,คลองคู,อย่าแนะเศิกศัตรู,สู่เหย้า,ไฟในอย่าเชิดชู,นำออก,ไฟนอกอย่านำเข้า,หม่นไหม้มัวหมอง ฯ
โลภทรัพย์ครองห่อนได้,โดยถวิล,คนมักมังสากิน,บาปสู้,มักเมาเล่าฤๅยิน-,ดีสัจ ศีลนา,คนมักมากเล่นชู้,ห่อนรู้กลัวอาย ฯ
เกิดตระกูลมูนมากทั้ง,เงินทอง,ทรัพย์ท่านนึกตรึกปอง,ใคร่ได้,ทรัพย์ตนไป่ครอบครอง,แจกจ่าย เสียแฮ,จักฉิบหายวายไร้,เร่งไร้เร็วพลัน ฯ
ขันขนขุยฆ่าไม้,หนามมี,คิดพ่างผลกทลี,ฆ่ากล้วย,ลูกม้าฆ่าชนนี,ลาเกิด ตนนา,ลาภฆ่าคนโลภม้วย,ดุจไม้มีหนาม ฯ
เบิกทรัพย์วันละบาทซื้อ,มังสา,นายหนึ่งเลี้ยงพยัคฆา,ไป่อ้วน,สองสามสี่นายมา,กำกับ กันแฮ,บังทรัพย์สี่ส่วนถ้วน,บาทสิ้นเสือตาย ฯ
กาน้ำดำดิ่งด้น,เอาปลา,กาบกคิดใคร่หา,เสพบ้าง,ลองดำส่ำมัจฉา,ชลชาติ,สวะปะคอค้าง,ครึ่งน้ำจำตาย ฯ
หยกหยกนกได้ไม่,พอแกง,กินบ่เกิดเป็นแรง,เรี่ยวได้,หง่อยหง่อยค่อยจัดแจง,ตามติด ไปนา,พร้าเหน็บเก็บได้ใช้,เชือดชิ้นกินพอ ฯ
คนมีมักเหี่ยวแห้ง,หวงแหน,กินอยู่สู้ขาดแคลน,พร่องท้อง,คนกากยากไร้แกน,โกยกอบ กินแฮ,เป็นวิบัติขัดข้อง,คิดแล้วหลากเหลือ ฯ
ไม้ตรงคดชอบใช้,โดยปอง,เศษเล็กเลื่อยเขียงรอง,ตั่งได้,โดยต่ำแต่สะเก็ดกอง,สุมใส่ เพลิงแฮ,กายบ่ต้องการใช้,ชั่วแท้ถมดิน ฯ
รูปชายหญิงทั่วท้อง,ธาตรี,เป็นภักษ์แก่เดือนปี,สุดสิ้น,อัฐิถมทั่วปถพี,รายเรี่ย,ประเทศเท่าปีกริ้น,ร่างพ้นฤๅมี ฯ
เวฬุลัดหน่อขึ้น,ลำหลาย,สาหัสตัดแทงปลาย,หน่อน้อย,ลำใหญ่รุ่นรอนราย,ฤๅว่าง เว้นแฮ,ดั่งแก่หนุ่มเด็กจ้อย,จักพ้นตายไฉน ฯ
โคควายวายชีพได้,เขาหนัง,เป็นสิ่งเป็นอันยัง,อยู่ไซร้,คนเด็ดดับสูญสัง-,ขารร่าง,เป็นชื่อเป็นเสียงได้,แต่ร้ายกับดี ฯ
ร่างกายมนุษย์นี้ไป่,เป็นการ,คำกล่าวเป็นแก่นสาร,เลิศแล้ว,เลื่องฦๅชื่อเชิดนาน,ดีชั่ว,โอ้ร่างตายแล้วแคล้ว,คลาดสิ้นเสร็จศูนย์ ฯ
ฝนแล้งรุกขชาติเศร้า,โศกสลด,ฝนชุ่มเชยใบสด,สร่างเศร้า,ไม้ล้มเพื่อลมกรด,ตรงฟัด,ตายแต่ยังหนุ่มเหน้า,แน่แท้กรรมหลัง ฯ
พฤกษ์ใดสล้างลูก,เหลือหลาย,ฝูงวิหคกลุ้มกราย,แกล่ใกล้,ยามผลหล่นกระจาย,กำจัด,นกบ่มาจับไม้,ที่ต้นสักตัว ฯ
นกเพลินพึ่งพุ่มไม้,ใบบัง,ปลาย่อมยินดียัง,น่านกว้าง,จระเข้คิดแสวงวัง,เย็นชื่น,น้ำจิตคนบ่ร้าง,ร่มเกล้าโพธิ์ทอง ฯ
หนูครวญใคร่พ้นจั่น,จำไกล,นกก็เหนื่อยหน่ายใจ,จากแร้ว,มัจฉาชาติกลัวภัย,เพียรหน่าย แหแฮ,คนผิดคิดใคร่แคล้ว,คลาดพ้นเขาขัง ฯ
พฤกษ์ผลต้นดกเบื้อง,ปลายวาย,อ้อยกัดต้นสืบปลาย,สุดพ้น,การกิจคิดสบาย,ภายภาค หน้านา,ดั่งกัดปลายสืบต้น,รสอ้อยเอมใจ ฯ
ป่าป่งดงไซร้ใคร่,ยินดี,บ้านถิ่นทิ้งทอดหนี,เริดร้าง,สัตว์ไพร่ใคร่เปรมปรีด์,นคเรศ,เป็นพิกลยลอ้าง,ดั่งนี้ดูฉงน ฯ
มีศิลปศาสตร์รู้,ใดใด ก็ดี,บุญบ่ทำไว้ใน,ชาติกี้,ได้สมสิ่งพึงใจ,จักเสพ,สมบัติย่อมหลีกลี้,เพิ่มผู้มีบุญ ฯ
: ด วงเดือนดาวบ่ห้อม,เห็นงาม ฤๅพ่อ,หงส์บ่มีหมู่ตาม,แวดล้อม,สาครขาดคลื่นทราม,โสภาคย์,ราชจากขุนหอกห้อม,แห่แล้วฤๅงาม ฯ
ฤๅษีโสภาคย์ด้วย,ซูบทรง,สัตว์สี่เท้างามยง,ใหญ่อ้วน,บุรุษรอบรู้คง,งามเพื่อ รู้แฮ,หญิงจักงามล้นล้วน,เลิศด้วยสามี ฯ
สูงสารสี่เท้าย่าง,เหยียบยัน,บางคาบเชี่ยวไปพลัน,พลวกพลั้ง,นักรู้ร่ำเรียนธรรม์,ถึงมาก ก็ดี,กล่าวดั่งน้ำผลั้งผลั้ง,พลาดถ้อยทางความ ฯ
เรือนเหย้าตนอยู่นั้น,อย่าหมอง,เรือนชะตาแผ่นทอง,วาดไว้,เรือนผมอย่ายุ่งหยอง,หวีหย่ง ไว้นา,สามประการนี้ให้,หมั่นสู้สงวนงาม ฯ
ฆ่าควายหมายแล่ล้ม,ตัวแพง,กลัวแต่เสียเครื่องแกง,ห่อนได้,เฉกเช่นจักจัดแจง,การใหญ่ เหย้าแฮ,เกรงแต่มักหมดไม้,ห่อนได้เรือนงาม ฯ
ไปเรือนท่านไซร้อย่า,เนานาน,พูดแต่พอควรการ,กลับเหย้า,ริร่ำเรียนการงาน,เรือนอาต- มานา,ยากเท่ายากอย่าเศร้า,เสื่อมสิ้นความเพียร ฯ
สิกขาบทยิ่งล้ำ,คัมภีร์,เป็นพิษแก่อลัชชี,โฉดแท้,คุณธรรม์สิ่งสรรพ์ดี,ในโลก,เป็นพิษแก่พาลแล้,ห่อนได้สดับจำ ฯ
เชียรโรคเป็นพิษด้วย,อาหาร,หญิงดรุณอันธพาล,หนุ่มเหน้า,เป็นพิษแก่พฤฒิการ,บุรุษ,ฤๅกล่อมกลมกันเข้า,ดุจน้ำกับเปรียง ฯ
อาหารเป็นที่ตั้ง,เกิดแรง,ปลูกพืชผักฟักแฟง,พึ่งน้ำ,แว่นกล้องส่องสำแดง,อาโลก,แม่ย่อมเป็นที่ล้ำ,เลิศเลี้ยงบุตรตน ฯ
อาหารเยียหยิบให้,กากิน ก่อนนา,ดีบ่ดีดาลถวิล,ลอบรู้,ครั้งแผ่นภพภูมินทร์,ยินโศลก สารนา,แบ่งกึ่งเมืองให้ผู้,กล่าวเกลี้ยงบูชา ฯ
ล่อปลาเหยื่อชอบน้ำ-,ใจปลา,ล่อท่วยโรคด้วยยา,ยื่นให้,ล่อคชพวกพังพา,เดินปก ไปแฮ,ล่อชาติเชื้อไพร่ได้,แต่ด้วยของกิน ฯ
มีม้าบ่ขี้ให้,อาจิณ พยศแฮ,ปืนไป่ยิงมลทิน,ท่วมกล้อง,ข้าไทบ่ใช้ชิน,มันมัก หน่ายนา,เมียไม่หมั่นร่วมห้อง,มักร้ายราคี ฯ
มีเรือรั่ววิดน้ำ,ฤๅวาย,มีเจ่งตาบอดพลาย,ก่อมก้อ,มีโคกระบือควาย,ปละเปลี่ยว,มีแต่เกวียนขาดล้อ,ลากใช้ปางใด ฯ
สารซับมันร้ายขี่,ขาดขอ,โคกระบือขาดปอ,ป่านร้อย,เรือค้าขาดสมอ,จักทอด ไฉนนา,ข้าทาสขาดนายน้อย-,หนึ่งปล้อนไปมา ฯ
แคะไค้ไปแค่นค้น,ตีนงู,แขวะควักดีที่หนู,ยากได้,ริและแกะก้ามปู,หาเลือด,แสวงสัตย์ยามยุทธ์ไซร้,สี่นี้สุดแสวง ฯ
จักเจียนจอมปลวกเตี้ย,เติมภู- เขาแฮ,ดีแต่แล่เนื้อหนู,เพิ่มช้าง,เบียนเบียดเจียดพิษงู,เพิ่มพิษ นาคนา,อุตริรองน้ำค้าง,ใสซ้ำสาคร ฯ
จนไก่ใช้เป็ดแข้น,ขันขาน,นอกรีตมีดแทนขวาน,ถากไม้,เคี้ยวอ้อต่างอ้อยหวาน,เป็นรส ฤๅพ่อ,ขาดขัดดอกไม้ใช้,ดอกหญ้ายามจน ฯ
น้ำอ้อยหรือจักป้อง,ปากมด,เกลียงอ่อนห่อนโคลด,ละไว้,นารีรูปช้อยชด,แซะเฉียด ชายนา,ใครจะนิ่งดูได้,ห่อนเว้น ตัวตน ฯ
โคแก่กัดหญ้าอ่อน,กินใบ อ่อนนา,แม่หญิงยินดีใน,หนุ่มน้อย,ฟันหักมักพึงใจ,ของอ่อน,บุรุษอายุร้อย,รักชู้เมียสาว ฯ
นารีหรืออิ่มเล้า,โลมชาย,อรรณพนิจฤๅวาย,อิ่มน้ำ,ของทิพย์เทพห่อนหาย,เอมอิ่ม,มนุษยสมบัติล้ำ,เลิศท้าวใดลืม ฯ
เรือแพพึงขี่ข้าม,คงคา,ยาหยูกย่อมรักษา,โรคไข้,อาวุธเหตุให้ปรา-,กฏแก่ ศึกแฮ,มนตร์เวทวิเศษไซร้,ร่ายรู้ฤๅลืม ฯ
ลำลาดดาษด้วยเหล่า,บุษบง- กชแฮ,แดนวนาดอนดง,ตื่นไม้,หญิงอยู่สงัดคง,เป็นเหตุ,สามประการกล่าวไว้,เที่ยงแท้ธรรมดา ฯ
พราหมณ์พฤฒิเกลียดน้ำย่อม,เสียกิจ,เมืองหวั่นปัจจามิตร,แกว่นแกล้ว,ชายใดมักให้สิทธิ์,แก่แม่ เรือนนา,สามประการนี้แคล้ว,คลาดผู้สรรเสริญ ฯ
ตื่นนอนหน้าชื่นช้อย,บัวบาน,คำกล่าวฉ่ำเฉื่อยหวาน,เพราะพร้อง,เมื่อจักสั่งการงาน,ดุจโกรธ,สามประการนี้ต้อง,ที่ไท้ชุบชู ฯ
หวั่นหวั่นว่าวอยู่ใกล้,ลมกวน,ผมกับหวียียวน,หย่งเกล้า,วัดชีชิดบ้านชวน,ชีบาป,สามประการนี้เย้า,ยั่วแท้ธรรมเนียม ฯ
ชาวชเลฉลาดแล่นใช้,นาวา,ชำนิชำนาญปลา,ว่ายน้ำ,ชาวดอนขี่ม้าขา,เคยควบ กันแฮ,เรือดั่งลมพัดล้ำ,ไล่เนื้อทันแทง ฯ
แผ่นดินติณชาติไว้,ฤๅมี,มีพฤกษ์มีปักษี,จับไม้,น้ำมีหมู่ปลาลี-,ลาหลีก ฤาพ่อ,มีทาสมีเข้าให้,เพื่อด้วยแรงมัน ฯ
ไป่ถอยทวนส่องไซร้,สุริยา,ไป่ถดถอยเจรจา,ลั่นแล้ว,ไป่คืนอีกคืออา-,ยุล่วง,ไป่กลับคืนชีพแคล้ว,รอดปิ้มปางตาย ฯ
บางคาบภาณุมาศขึ้น,ทางลง ก็มี,บางคาบเมรุบ่ตรง,อ่อนแอ้,ไฟยมดับเย็นบง-,กชงอก ผานา,ยืนสัตย์สาธุชนแท้,ห่อนเพี้ยนสักปาง ฯ
ยอข้ายอเมื่อแล้ว,การกิจ,ยอยกครูยอสนิท,ซึ่งหน้า,ยอญาติประยูรมิตร,เมื่อลับ หลังแฮ,คนหยิ่งแบกยศบ้า,อย่ายั้งยอควร ฯ
กลยอกันยากล้ำ,เหลือใจ,ยอค่อยหย่อยยอใคร,ห่อนรู้,ยอย่อมเกิดลาภใน,ตนอาต- มานา,ชอบเนตรชอบหน้าผู้,เพื่อรู้ยอคน ฯ
จักเข้าหาบ้ายศ,ยอตาม,คนโลภคำนัลงาม,จ่ายแท้,คนมักนักเลงกาม,การเสน่ห์ ยอนา,เข้าสู่หมู่ปราชญ์แปล้,ชอบถ้อยทางธรรม ฯ
คนใดใจหมั้นเล่ห์,เหล็กจาร,จำจดสิ่งสามาญ,มั่นไซร้,อุตส่าห์พยาบาล,บ่ละ ลืมนา,จักเสร็จสมประโยชน์ได้,ที่แท้โดยเพียร ฯ
หัวล้านไป่รู้มัก,มองกระจก,ผอมฝิ่นไป่อยากยก,ถอดเสื้อ,นมยานไป่เปิดอก,ออกที่ ประชุมนา,คนบาปไป่เอื้อเฟื้อ,สดับถ้อยคำกวี ฯ
ใครใดและอยู่เหย้า,เคหฐาน,เว้นสุภาษิตสาร,สวัสดิ์ล้ำ,เจรจาบ่เป็นการ,ศูนย์เปล่า,คือดั่งปากเว้นกล้ำ,แกล่เหมี้ยงหมากพลู ฯ
เรือนใดย่ำค่ำเช้า,สนธยา,ปราศจากไฟชวาลา,มืดกลุ้ม,เรือนนั้นดั่งมรณา,นฤชีพ,อันตรายจักหุ้ม,ห่อนได้จำเริญ ฯ
เทศใดดอยไร้รวด,อรัญ,เห็นแต่จอมปลวกอัน,หนึ่งน้อย,ดุจเมืองไม่มีธรรม์,นักปราชญ์,ชมชื่นแต่แปลร้อย,ว่ารู้สุดสูง ฯ
เป็นคนคิดแล้วจึ่ง,เจรจา,อย่ามลนหลับตา,แต่ได้,เลือกสรรหมั่นปัญญา,ตรองตรึก,สติริรอบให้,ถูกแล้วจึงทำ ฯ
